employee_id,employee_name,gender,age,hire_date,employment_status,job_title,job_level,grade,department,division,business_unit,location,manager_id,manager_name,salary,position_id,position_status,employment_type,work_arrangement,performance_rating,years_of_service
E14383,James Arnold,Male,33,2025-12-08,Active,HR Analyst,6,G6,HR Operations,Human Resources,Corporate Services,Riyadh,E11138,Alyssa Gonzalez,98300.0,P10018,Filled,Full-Time,On-site,3,0.8
,,,,,,HR Officer,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E11138,Alyssa Gonzalez,,P10019,Vacant,,,,
E11220,Sandra Montgomery,Female,34,2025-09-17,Active,HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E11138,Alyssa Gonzalez,107800.0,P10020,Filled,Full-Time,On-site,3,1.0
E10753,Scott Ray,Male,30,2020-04-20,Active,Senior HR Analyst,6,G8,HR Operations,Human Resources,Corporate Services,Riyadh,E11138,Alyssa Gonzalez,138700.0,P10021,Filled,Full-Time,On-site,3,6.4
E10529,Michael Williams,Male,36,2016-01-22,Active,HR Officer,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E11138,Alyssa Gonzalez,121000.0,P10022,Filled,Full-Time,Hybrid,3,10.7
E12500,Crystal Roberts,Female,50,2019-07-18,Active,HR Operations Manager,4,G12,HR Operations,Human Resources,Corporate Services,Riyadh,E10750,Colleen Wagner,273800.0,P10023,Filled,Full-Time,On-site,4,7.2
E12670,Bobby Hall,Male,32,2015-09-26,Active,HR Officer,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,163800.0,P10024,Filled,Full-Time,On-site,2,11.0
E14925,Brian Ramirez,Male,31,2025-12-15,Active,HR Coordinator,6,G5,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,115500.0,P10025,Filled,Full-Time,On-site,5,0.8
E11040,Madison Diaz,Female,33,2014-09-25,Active,Senior HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,136300.0,P10026,Filled,Full-Time,On-site,3,12.0
E11297,Jacob Clark,Male,32,2025-03-11,Active,HR Analyst,6,G5,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,115700.0,P10027,Filled,Full-Time,On-site,3,1.5
E14632,Derek Zuniga,Male,27,2025-01-16,Active,HR Analyst,6,G5,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,119500.0,P10028,Filled,Full-Time,On-site,3,1.7
E11816,Matthew Lynch,Male,22,2025-09-25,Active,hr analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,100200.0,P10029,Filled,Full-Time,Remote,4,1.0
E11082,Christopher Daniel,Male,21,2026-08-20,Active,HR Coordinator,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,114600.0,P10030,Filled,Full-Time,On-site,5,0.1
E11059,Christopher Gray,Male,35,2025-05-20,Active,HR Analyst,6,G7,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,120600.0,P10031,Filled,Full-Time,On-site,4,1.4
E10556,Wanda Bowman,Female,31,2016-09-25,Active,HR Analyst,6,G8,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,125700.0,P10032,Filled,Full-Time,On-site,3,10.0
E13028,Justin Cohen,Male,27,2020-09-25,Active,HR Analyst,6,G6,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,130200.0,P10033,Filled,Full-Time,Hybrid,4,6.0
E12261,Sarah Parsons,Female,38,2019-10-21,Active,HR Specialist,6,G8,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,107800.0,P10034,Filled,Full-Time,On-site,4,6.9
E12828,Daryl Johnson,Male,40,2023-11-21,Active,HR Analyst,6,G7,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,122500.0,P10035,Filled,Full-Time,Hybrid,2,2.8
,,,,,,Senior HR Analyst,6,G8,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,,P10036,Vacant,,,,
E12666,Emily Adams,Female,26,2021-09-25,Active,HR Coordinator,6,G7,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,123800.0,P10037,Filled,Full-Time,On-site,2,5.0
E14387,Daniel Hahn,Male,32,2015-09-26,Active,Senior HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E12500,Crystal Roberts,156600.0,P10038,Filled,Full-Time,On-site,3,11.0
E14738,Sherri Edwards,Female,48,2017-06-13,Active,HR Operations Manager,4,G13,HR Operations,Human Resources,Corporate Services,Riyadh,E10750,Colleen Wagner,300000.0,P10039,Filled,Full-Time,Hybrid,4,9.3
E13910,Mary Foster,Female,26,2024-07-25,Active,HR Analyst,6,G8,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,115100.0,P10040,Filled,Contractor,On-site,5,2.2
E13793,Suzanne Ellis,Female,43,2021-12-11,Active,HR Officer,6,G7,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,114600.0,P10041,Filled,Full-Time,Hybrid,3,4.8
E14587,Derek Wright,Male,30,2021-08-29,Active,Senior HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,132700.0,P10042,Filled,Full-Time,On-site,3,5.1
E11527,Justin Baker,Male,34,2022-03-22,Active,HR Coordinator,6,G6,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,108900.0,P10043,Filled,Full-Time,On-site,3,4.5
E12345,Kevin Hurst,Male,29,2022-06-02,Active,HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,106500.0,P10044,Filled,Part-Time,On-site,5,4.3
E12362,Jennifer Robinson,Female,31,2023-01-31,Active,Senior HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,116100.0,P10045,Filled,Full-Time,On-site,4,3.7
E13149,Zachary Hicks,Male,34,2025-11-02,Active,HR Analyst,6,G5,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,108800.0,P10046,Filled,Full-Time,Remote,2,0.9
E14264,Ann Williams,Female,21,2026-08-20,Active,Senior HR Analyst,6,G6,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,139700.0,P10047,Filled,Full-Time,On-site,3,0.1
E13602,Brian Burton,Male,27,2024-01-18,Active,Senior HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,141200.0,P10048,Filled,Part-Time,On-site,3,2.7
,,,,,,Senior HR Analyst,6,G7,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,,P10049,Vacant,,,,
E11659,Ricky Henderson,Male,25,2023-09-27,Active,Senior HR Analyst,6,G9,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,141000.0,P10050,Filled,Full-Time,On-site,3,3.0
E14139,Amy James,Female,21,2026-08-20,Active,HR Analyst,6,G7,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,105900.0,P10051,Filled,Full-Time,Hybrid,3,0.1
E11525,Zachary Rice,Male,38,2017-02-06,Active,HR Specialist,6,G6,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,129400.0,P10052,Filled,Contractor,On-site,5,9.6
E14832,Wesley Valencia,Male,36,2019-05-23,Active,HR Analyst,6,G6,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,111000.0,P10053,Filled,Full-Time,On-site,4,7.3
E10670,Adam Le,Male,37,2021-08-05,Active,HR Coordinator,6,G5,HR Operations,Human Resources,Corporate Services,Riyadh,E14738,Sherri Edwards,121300.0,P10054,Filled,Full-Time,Hybrid,2,5.1
E12870,Michael Herrera,Male,49,2021-10-01,Active,"Director, HRIS",2,G17,HRIS,Human Resources,Corporate Services,Riyadh,E10492,Steven Miller,575800.0,P10055,Filled,Full-Time,Hybrid,3,5.0
E12421,Debra Davidson,Female,31,2016-09-25,Active,HRIS Senior Manager,3,G15,HRIS,Human Resources,Corporate Services,Riyadh,E12870,Michael Herrera,396200.0,P10056,Filled,Full-Time,On-site,2,10.0
E12166,Brian Graham,Male,40,2014-09-21,Active,HRIS Manager,4,G13,HRIS,Human Resources,Corporate Services,Riyadh,E12421,Debra Davidson,309900.0,P10057,Filled,Full-Time,On-site,3,12.0
E14631,Jesse Mckay,Male,44,2017-04-01,Active,HRIS Supervisor,5,G11,HRIS,Human Resources,Corporate Services,Riyadh,E12166,Brian Graham,194400.0,P10058,Filled,Full-Time,Hybrid,3,9.5
E12226,Sherri Baker,Female,25,2022-09-25,Active,HRIS Analyst,6,G8,HRIS,Human Resources,Corporate Services,Riyadh,E14631,Jesse Mckay,129700.0,P10059,Filled,Full-Time,Remote,3,4.0
E11662,Jonathan White,Male,25,2024-02-03,Active,Hris Analyst,6,G5,HRIS,Human Resources,Corporate Services,Riyadh,E14631,Jesse Mckay,131200.0,P10060,Filled,Full-Time,Hybrid,3,2.6
E14786,Susan Harrell,Female,26,2021-09-25,Active,HRIS Specialist,6,G8,HRIS,Human Resources,Corporate Services,Riyadh,E14631,Jesse Mckay,123600.0,P10061,Filled,Full-Time,Hybrid,3,5.0
E14507,Edwin Fowler,Male,36,2022-06-14,Active,HRIS Manager,4,G12,HRIS,Human Resources,Corporate Services,Riyadh,E12421,Debra Davidson,278200.0,P10062,Filled,Full-Time,Remote,2,4.3
E13864,Lisa Hernandez,Female,38,2021-11-18,Active,HRIS Supervisor,5,G10,HRIS,Human Resources,Corporate Services,Riyadh,E14507,Edwin Fowler,190600.0,P10063,Filled,Full-Time,Remote,3,4.9
E10050,Pamela Ryan,Female,27,2023-12-02,Active,HRIS Analyst,6,G9,HRIS,Human Resources,Corporate Services,Riyadh,E13864,Lisa Hernandez,106900.0,P10064,Filled,Full-Time,Remote,3,2.8
E10066,Paula Moreno,Female,40,2022-07-09,Active,HR Data Analyst,6,G8,HRIS,Human Resources,Corporate Services,Riyadh,E13864,Lisa Hernandez,119800.0,P10065,Filled,Full-Time,Hybrid,3,4.2
E14978,April Nguyen,Female,43,2016-07-25,Active,HRIS Senior Manager,3,G15,HRIS,Human Resources,Corporate Services,Riyadh,E12870,Michael Herrera,417600.0,P10066,Filled,Full-Time,On-site,1,10.2
E14446,Alec Hickman,Male,33,2014-09-25,Active,HRIS Manager,4,G12,HRIS,Human Resources,Corporate Services,Riyadh,E14978,April Nguyen,265500.0,P10067,Filled,Full-Time,On-site,2,12.0
E10278,Sherry Decker,Female,39,2025-07-16,Active,HRIS Supervisor,5,G11,HRIS,Human Resources,Corporate Services,Riyadh,E14446,Alec Hickman,221000.0,P10068,Filled,Full-Time,Remote,3,1.2
E10280,Elizabeth Brown,Female,29,2026-02-12,Active,HRIS Analyst,6,G6,HRIS,Human Resources,Corporate Services,Riyadh,E10278,Sherry Decker,115200.0,P10069,Filled,Full-Time,Remote,1,0.6
E12378,Sherry Arroyo,Female,44,2022-06-01,Active,"Director, Talent Acquisition",2,G16,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10492,Steven Miller,432700.0,P10070,Filled,Full-Time,On-site,4,4.3
E11509,Angelica Tucker,Female,40,2016-04-23,Active,Talent Acquisition Manager,4,G12,Talent Acquisition,Human Resources,Corporate Services,Dubai,E12378,Sherry Arroyo,210400.0,P10071,Filled,Full-Time,On-site,3,10.4
E11500,Benjamin Hodges,Male,27,2024-11-25,Active,Recruitment Specialist,6,G6,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,91800.0,P10072,Filled,Part-Time,Remote,3,1.8
E10999,Ralph Anderson,Male,34,2023-02-10,Active,Talent Acquisition Specialist,6,G6,Talent Acquisition,Human Resources,Corporate Services,Riyadh,E11509,Angelica Tucker,127900.0,P10073,Filled,Part-Time,Hybrid,3,3.6
E11624,Karen Pierce,Female,31,2023-05-09,Active,Recruitment Specialist,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,103800.0,P10074,Filled,Full-Time,Hybrid,3,3.4
E10719,Derek Brennan,Male,30,2025-10-04,Active,Senior Recruiter,6,G9,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,117700.0,P10075,Filled,Full-Time,On-site,4,1.0
E11533,Jenny Lewis,Female,37,2018-08-16,Active,Talent Acquisition Specialist,6,G5,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,123300.0,P10076,Filled,Full-Time,Hybrid,4,8.1
E14160,Joshua Blair,Male,33,2020-05-30,Active,Talent Acquisition Specialist,6,G8,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,122000.0,P10077,Filled,Full-Time,On-site,3,6.3
E12036,Curtis Collins,Male,25,2022-09-25,Active,Talent Acquisition Specialist,6,G6,Talent Acquisition,Human Resources,Corporate Services,Riyadh,E11509,Angelica Tucker,101400.0,P10078,Filled,Full-Time,Hybrid,4,4.0
E11736,Zachary Santos,Male,29,2023-08-27,Active,Senior Recruiter,6,G6,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,145000.0,P10079,Filled,Full-Time,Hybrid,3,3.1
E11627,Jessica Holmes,Female,32,2024-02-02,Active,Talent Acquisition Specialist,6,G6,Talent Acquisition,Human Resources,Corporate Services,Riyadh,E11509,Angelica Tucker,113400.0,P10080,Filled,Full-Time,On-site,4,2.6
E13688,Bryan Walker,Male,33,2021-01-07,Active,Talent Acquisition Specialist,6,G9,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,100500.0,P10081,Filled,Full-Time,Hybrid,3,5.7
E10302,George Chapman,Male,32,2025-04-22,Active,Recruiter,6,G9,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,101100.0,P10082,Filled,Full-Time,On-site,3,1.4
E11195,Crystal Robinson,Female,35,2024-08-26,Active,Recruitment Specialist,6,G6,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,105300.0,P10083,Filled,Full-Time,Hybrid,3,2.1
E13187,Benjamin Welch,Male,29,2025-10-22,Active,Talent Acquisition Specialist,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,109000.0,P10084,Filled,Full-Time,Hybrid,3,0.9
E13448,Crystal Whitehead,Female,27,2020-09-25,Active,Recruiter,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,96400.0,P10085,Filled,Full-Time,On-site,1,6.0
E11384,Shannon Jones,Female,36,2020-11-05,Active,Talent Acquisition Specialist,6,G5,Talent Acquisition,Human Resources,Corporate Services,Dubai,E11509,Angelica Tucker,112100.0,P10086,Filled,Full-Time,Hybrid,2,5.9
E10862,David Caldwell,Male,44,2021-12-16,Active,Talent Acquisition Manager,4,G12,Talent Acquisition,Human Resources,Corporate Services,Dubai,E12378,Sherry Arroyo,294100.0,P10087,Filled,Full-Time,Hybrid,2,4.8
E10443,Daniel Anderson,Male,34,2024-01-19,Active,Recruiter,6,G7,Talent Acquisition,Human Resources,Corporate Services,Riyadh,E10862,David Caldwell,109200.0,P10088,Filled,Full-Time,Hybrid,2,2.7
E13505,Taylor Duncan,Female,40,2020-09-08,Active,Talent Acquisition Specialist,6,G5,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,102400.0,P10089,Filled,Full-Time,Remote,3,6.0
E11622,John Mueller,Male,38,2022-11-09,Active,Talent Acquisition Specialist,6,G9,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,92200.0,P10090,Filled,Full-Time,On-site,3,3.9
E10006,Robert Lee,Male,35,2018-02-04,Active,Recruitment Specialist,6,G6,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,139300.0,P10091,Filled,Full-Time,On-site,3,8.6
E10733,Brent Jordan,Male,25,2022-09-25,Active,Senior Recruiter,6,G6,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,160400.0,P10092,Filled,Full-Time,On-site,3,4.0
E13885,Jessica Owens,Female,46,2019-06-19,Active,Talent Acquisition Specialist,6,G9,Talent Acquisition,Human Resources,Corporate Services,Dubai,E90001,Zachary Sanford,123700.0,P10093,Filled,Full-Time,On-site,3,7.3
E12238,Nicholas Nunez,Male,21,2026-08-20,Active,Senior Recruiter,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,111400.0,P10094,Filled,Full-Time,Remote,3,0.1
E14622,William Garcia,Male,35,2021-12-12,Active,Senior Recruiter,6,G8,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,122900.0,P10095,Filled,Full-Time,Hybrid,3,4.8
E13476,Jennifer Morgan,Female,31,2022-03-04,On Leave,Recruiter,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,100300.0,P10096,Filled,Full-Time,Hybrid,2,4.6
E14436,Shannon Wright,Female,38,2018-06-22,Active,Talent Acquisition Specialist,6,G8,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,113700.0,P10097,Filled,Full-Time,Hybrid,4,8.3
E10979,Connor West,Male,35,2024-07-06,Active,Recruitment Specialist,6,G5,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,100800.0,P10098,Filled,Full-Time,Hybrid,3,2.2
,,,,,,Senior Recruiter,6,G8,Talent Acquisition,Human Resources,Corporate Services,Jeddah,E10862,David Caldwell,,P10099,Vacant,,,,
E14539,Jennifer Ramirez,Female,30,2020-06-25,On Leave,Talent Acquisition Specialist,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,112500.0,P10100,Filled,Full-Time,On-site,3,6.3
E12315,Danielle Leblanc,Female,33,2023-01-07,Active,Senior Recruiter,6,G9,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,123800.0,P10101,Filled,Full-Time,On-site,3,3.7
E10106,Jessica Callahan,Female,32,2021-04-23,Active,Recruiter,6,G8,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,107400.0,P10102,Filled,Contractor,On-site,3,5.4
E12779,Krista Williams,Female,30,2022-11-05,Active,Senior Recruiter,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,131200.0,P10103,Filled,Full-Time,On-site,2,3.9
E14630,Zachary Huff,Male,30,2022-02-26,Active,Talent Acquisition Specialist,6,G7,Talent Acquisition,Human Resources,Corporate Services,Dubai,E10862,David Caldwell,97500.0,P10104,Filled,Full-Time,Remote,3,4.6
E11421,Wayne House,Male,38,2009-09-25,Active,"Director, Learning & Development",2,G17,Learning & Development,Human Resources,Corporate Services,Riyadh,E10492,Steven Miller,598000.0,P10105,Filled,Full-Time,On-site,3,17.0
E11147,Samuel Martin,Male,40,2007-09-26,Active,L&D Manager,4,G13,Learning & Development,Human Resources,Corporate Services,Riyadh,E11421,Wayne House,258900.0,P10106,Filled,Full-Time,On-site,4,19.0
E10722,John Lewis,Male,34,2022-09-04,Active,Learning & Development Specialist,6,G6,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,108900.0,P10107,Filled,Full-Time,Hybrid,4,4.1
E13340,Jennifer Brown,Female,22,2025-09-25,Active,Learning & Development Specialist,6,G9,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,89000.0,P10108,Filled,Full-Time,On-site,2,1.0
E11565,Jamie Galloway,Female,35,2023-04-21,Active,Learning & Development Specialist,6,G9,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,114800.0,P10109,Filled,Full-Time,Hybrid,4,3.4
E13415,Deborah Bowers,Female,27,2022-02-10,Active,Training Specialist,6,G8,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,109800.0,P10110,Filled,Full-Time,On-site,2,4.6
E13125,Jordan Henderson,Female,28,2023-11-25,Active,Training Specialist,6,G7,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,101200.0,P10111,Filled,Full-Time,On-site,4,2.8
E10451,Tyler Cowan,Male,25,2024-03-25,Active,Learning & Development Specialist,6,G6,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,97200.0,P10112,Filled,Full-Time,On-site,4,2.5
E12360,Justin Higgins,Male,30,2018-02-05,On Leave,L&D Specialist,6,G7,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,115600.0,P10113,Filled,Full-Time,On-site,2,8.6
E11395,Christopher Phillips,Male,27,2023-07-12,Active,Learning & Development Specialist,6,G5,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,116000.0,P10114,Filled,Full-Time,On-site,3,3.2
E10433,Wayne Riley,Male,31,2024-12-29,Active,Training Specialist,6,G6,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,96100.0,P10115,Filled,Full-Time,On-site,2,1.7
E10082,Kimberly Adkins,Female,32,2023-10-15,Active,Instructional Designer,6,G6,Learning & Development,Human Resources,Corporate Services,Riyadh,E11147,Samuel Martin,110600.0,P10116,Filled,Full-Time,On-site,4,2.9
E12501,Anthony Silva,Male,30,2023-07-11,Active,L&D Manager,4,G12,Learning & Development,Human Resources,Corporate Services,Riyadh,E11421,Wayne House,239500.0,P10117,Filled,Full-Time,On-site,3,3.2
E11901,Jonathan Farrell,Male,42,2016-01-03,Active,L&D Specialist,6,G7,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,116800.0,P10118,Filled,Full-Time,Hybrid,4,10.7
,,,,,,L&D Specialist,6,G6,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,,P10119,Vacant,,,,
E10643,Christopher Yu,Male,29,2018-09-25,Active,Learning & Development Specialist,6,G9,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,128100.0,P10120,Filled,Part-Time,Hybrid,4,8.0
E11394,Bobby Lopez,Male,33,2023-02-16,Active,Instructional Designer,6,G7,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,116900.0,P10121,Filled,Full-Time,On-site,2,3.6
E13300,Kurt Leonard,Male,41,2015-02-10,Active,L&D Specialist,6,G6,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,133300.0,P10122,Filled,Full-Time,On-site,3,11.6
E14730,David Wilson,Male,34,2024-06-08,Active,Instructional Designer,6,G7,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,102300.0,P10123,Filled,Full-Time,On-site,3,2.3
E10441,Steve Sanchez,Male,30,2025-05-15,Active,Learning & Development Specialist,6,G9,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,99900.0,P10124,Filled,Full-Time,Hybrid,3,1.4
E14089,Kristopher Harvey,Male,41,2025-05-29,Active,Training Specialist,6,G8,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,101000.0,P10125,Filled,Full-Time,On-site,2,1.3
E13526,Jennifer Silva,Female,36,2023-01-01,Active,Learning & Development Specialist,6,G5,Learning & Development,Human Resources,Corporate Services,Riyadh,E12501,Anthony Silva,106400.0,P10126,Filled,Full-Time,Hybrid,3,3.7
E12716,Joseph Donovan,Male,37,2024-04-09,Active,Head of Total Rewards,2,G16,Total Rewards,Human Resources,Corporate Services,Riyadh,E10492,Steven Miller,535000.0,P10127,Filled,Full-Time,On-site,2,2.5
E14461,Dan Moran,Male,25,2023-06-24,Active,Compensation Analyst,6,G7,Total Rewards,Human Resources,Corporate Services,Riyadh,E12716,Joseph Donovan,133900.0,P10128,Filled,Full-Time,Remote,3,3.3
